200215 134225.556|CONFIG|main|setFileHandlers|Now logging to /Users/hunterhan/tomcat/webapps/ROOT/pc2-9.6.0/bin/profiles/P43c08821-5a55-4a01-8984-c54f506e09d2/logs directory.
200215 153808.814|INFO|Thread-1617|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #501 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 153808.821|INFO|Thread-1617|info|handlePacket end Packet[RUN_REQUEST] #103 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 153808.821|INFO|Thread-1617|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 153808.889|INFO|Thread-1624|info|receiveObject start got Packet[RUN_REQUEST] #38 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 153808.889|INFO|Thread-1624|info|receiveObject Packet[RUN_REQUEST] #38 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 153808.890|INFO|Thread-1624|info|handlePacket start Packet[RUN_REQUEST] #38 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 153808.890|INFO|Thread-1624|dumpPacket|Packet RUN_REQUEST (Seq #38, o#38 ) handlePacket
200215 153808.890|INFO|Thread-1624|dumpPacket|  From: JUDGE3 @ site 1, oJUDGE3 @ site 1 (Azrael @ 192.168.1.23) (Contest Id: Default-3737554909911913459)
200215 153808.890|INFO|Thread-1624|dumpPacket|    To: SERVER0 @ site 1
200215 153808.890|INFO|Thread-1624|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE3 @ site 1
200215 153808.890|INFO|Thread-1624|dumpPacket|   key: READ_ONLY is: java.lang.Boolean false
200215 153808.890|INFO|Thread-1624|dumpPacket|   key: COMPUTER_JUDGE is: java.lang.Boolean false
200215 153808.890|INFO|Thread-1624|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 43 MANUAL_REVIEW 38 min 2283001ms from TEAM8 @ site 1 id Run-5177634962590818495 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 153808.890|INFO|Thread-1624|checkoutRun|runUnavailableException Client JUDGE1 @ site 1 already checked out run 43 (site 1)
200215 153808.890|INFO|Thread-1624|info|sendToClient b4 to JUDGE3 @ site 1 Packet[RUN_NOTAVAILABLE] #502 SERVER0 @ site 1 -> JUDGE3 @ site 1
200215 153808.890|INFO|Thread-1624|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 153808.890|INFO|Thread-1624|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_NOTAVAILABLE] #502 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 153808.890|INFO|Thread-1624|info|sendToClient af to JUDGE3 @ site 1 Packet[RUN_NOTAVAILABLE] #502 SERVER0 @ site 1 -> JUDGE3 @ site 1
200215 153808.891|INFO|Thread-1624|info|handlePacket end Packet[RUN_REQUEST] #38 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 153808.891|INFO|Thread-1624|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 153820.686|INFO|Thread-1626|info|receiveObject start got Packet[RUN_JUDGEMENT] #104 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 153820.687|INFO|Thread-1626|info|receiveObject Packet[RUN_JUDGEMENT] #104 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 153820.687|INFO|Thread-1626|info|handlePacket start Packet[RUN_JUDGEMENT] #104 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 153820.687|INFO|Thread-1626|dumpPacket|Packet RUN_JUDGEMENT (Seq #104, o#104 ) handlePacket
200215 153820.687|INFO|Thread-1626|dumpPacket|  From: JUDGE1 @ site 1, oJUDGE1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 153820.687|INFO|Thread-1626|dumpPacket|    To: SERVER0 @ site 1
200215 153820.687|INFO|Thread-1626|dumpPacket|   key: RUN_RESULTS_FILE is: edu.csus.ecs.pc2.core.model.RunResultFiles edu.csus.ecs.pc2.core.model.RunResultFiles@12925894
200215 153820.687|INFO|Thread-1626|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-4189952585709361773 id JudgementRecord-1481456766315233176
200215 153820.687|INFO|Thread-1626|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 153820.688|INFO|Thread-1626|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 43 JUDGED 38 min 2283001ms from TEAM8 @ site 1 id Run-5177634962590818495 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 153820.696|DEBUG|Thread-1626|logDebugMessage|Run Event Run 43 JUDGED 38 min 2283001ms from TEAM8 @ site 1 id Run-5177634962590818495 problem Guoliang-6834039785409387591 lang Java-7638789713309008913 CHANGED 
200215 153820.699|INFO|Thread-1626|info|sendToClient b4 to TEAM8 @ site 1 Packet[RUN_JUDGEMENT] #503 SERVER0 @ site 1 -> TEAM8 @ site 1
200215 153820.699|INFO|Thread-1626|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.14,port=11362,localport=50002]-8398286161554254772
200215 153820.700|INFO|Thread-1626|info|sendToClient (send) TEAM8 @ site 1 Packet[RUN_JUDGEMENT] #503 SERVER0 @ site 1 -> TEAM8 @ site 1 Socket[addr=/192.168.1.14,port=11362,localport=50002]-8398286161554254772
200215 153820.700|INFO|Thread-1626|info|sendToClient af to TEAM8 @ site 1 Packet[RUN_JUDGEMENT] #503 SERVER0 @ site 1 -> TEAM8 @ site 1
200215 153820.700|INFO|Thread-1626|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #504 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 153820.701|INFO|Thread-1626|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #504 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 153820.701|INFO|Thread-1626|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #504 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 153820.702|INFO|Thread-1626|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #504 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64761,localport=50002]--3676650007192264914
200215 153820.703|INFO|Thread-1626|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #504 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 153820.704|INFO|Thread-1626|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 153826.280|INFO|Thread-1633|info|receiveObject start got Packet[RUN_SUBMISSION] #7 TEAM7 @ site 1 -> SERVER0 @ site 1
200215 153826.280|INFO|Thread-1633|info|receiveObject Packet[RUN_SUBMISSION] #7 TEAM7 @ site 1 -> SERVER0 @ site 1
200215 153826.280|INFO|Thread-1633|info|handlePacket start Packet[RUN_SUBMISSION] #7 TEAM7 @ site 1 -> SERVER0 @ site 1
200215 153826.280|INFO|Thread-1633|dumpPacket|Packet RUN_SUBMISSION (Seq #7, o#7 ) handlePacket
200215 153826.280|INFO|Thread-1633|dumpPacket|  From: TEAM7 @ site 1, oTEAM7 @ site 1 (DESKTOP-0TI8B9J @ 192.168.1.17) (Contest Id: Default-3737554909911913459)
200215 153826.280|INFO|Thread-1633|dumpPacket|    To: SERVER0 @ site 1
200215 153826.280|INFO|Thread-1633|dumpPacket|   key: RUN_FILES is: edu.csus.ecs.pc2.core.model.RunFiles ["MainFile":"Maciej.java","OtherFiles":[]]
200215 153826.280|INFO|Thread-1633|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 0 QUEUED_FOR_COMPUTER_JUDGEMENT 0 min 0ms from TEAM7 @ site 1 id Run--6786818197195579308 problem Maciej--783711973335785520 lang Java-7638789713309008913
200215 153826.317|DEBUG|Thread-1633|logDebugMessage|Run Event Run 44 QUEUED_FOR_COMPUTER_JUDGEMENT 38 min 2304602ms from TEAM7 @ site 1 id Run--6786818197195579308 problem Maciej--783711973335785520 lang Java-7638789713309008913 ADDED 
200215 153826.318|INFO|Thread-1633|info|sendToClient b4 to TEAM7 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #505 SERVER0 @ site 1 -> TEAM7 @ site 1
200215 153826.318|INFO|Thread-1633|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.17,port=50398,localport=50002]--4474628347764011208
200215 153826.318|INFO|Thread-1633|info|sendToClient (send) TEAM7 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #505 SERVER0 @ site 1 -> TEAM7 @ site 1 Socket[addr=/192.168.1.17,port=50398,localport=50002]--4474628347764011208
200215 153826.318|INFO|Thread-1633|info|sendToClient af to TEAM7 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #505 SERVER0 @ site 1 -> TEAM7 @ site 1
200215 153826.318|INFO|Thread-1633|info|sendToClient (send) TEAM7 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #505 SERVER0 @ site 1 -> TEAM7 @ site 1 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 153826.319|INFO|Thread-1633|info|sendToClient (send) TEAM7 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #505 SERVER0 @ site 1 -> TEAM7 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 153826.319|INFO|Thread-1633|info|sendToClient (send) TEAM7 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #505 SERVER0 @ site 1 -> TEAM7 @ site 1 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 153826.319|INFO|Thread-1633|info|sendToClient (send) TEAM7 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #505 SERVER0 @ site 1 -> TEAM7 @ site 1 Socket[addr=/127.0.0.1,port=64761,localport=50002]--3676650007192264914
200215 153826.319|INFO|Thread-1633|info|sendToClient (send) TEAM7 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #505 SERVER0 @ site 1 -> TEAM7 @ site 1 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 153826.320|INFO|Thread-1633|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 153826.455|INFO|Thread-1640|info|receiveObject start got Packet[RUN_REQUEST] #105 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 153826.455|INFO|Thread-1640|info|receiveObject Packet[RUN_REQUEST] #105 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 153826.455|INFO|Thread-1640|info|handlePacket start Packet[RUN_REQUEST] #105 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 153826.455|INFO|Thread-1640|dumpPacket|Packet RUN_REQUEST (Seq #105, o#105 ) handlePacket
200215 153826.455|INFO|Thread-1640|dumpPacket|  From: JUDGE1 @ site 1, oJUDGE1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 153826.455|INFO|Thread-1640|dumpPacket|    To: SERVER0 @ site 1
200215 153826.455|INFO|Thread-1640|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 153826.455|INFO|Thread-1640|dumpPacket|   key: READ_ONLY is: java.lang.Boolean false
200215 153826.455|INFO|Thread-1640|dumpPacket|   key: COMPUTER_JUDGE is: java.lang.Boolean true
200215 153826.455|INFO|Thread-1640|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 44 QUEUED_FOR_COMPUTER_JUDGEMENT 38 min 2304602ms from TEAM7 @ site 1 id Run--6786818197195579308 problem Maciej--783711973335785520 lang Java-7638789713309008913
200215 153826.464|INFO|Thread-1640|info|sendToClient b4 to JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #507 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 153826.464|INFO|Thread-1640|info|sendToClient SERVER0 @ site 1 Socket[addr=/127.0.0.1,port=64761,localport=50002]--3676650007192264914
200215 153826.464|INFO|Thread-1640|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #507 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=64761,localport=50002]--3676650007192264914
200215 153826.464|INFO|Thread-1640|info|sendToClient af to JUDGE1 @ site 1 Packet[RUN_CHECKOUT] #507 SERVER0 @ site 1 -> JUDGE1 @ site 1
200215 153826.464|INFO|Thread-1640|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #508 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 153826.464|INFO|Thread-1640|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #508 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 153826.465|INFO|Thread-1640|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #508 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 153826.465|INFO|Thread-1640|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #508 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=64761,localport=50002]--3676650007192264914
200215 153826.466|INFO|Thread-1640|info|sendToClient (send) JUDGE1 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #508 SERVER0 @ site 1 -> JUDGE1 @ site 1 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 153826.467|INFO|Thread-1640|info|handlePacket end Packet[RUN_REQUEST] #105 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 153826.467|INFO|Thread-1640|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 153827.945|INFO|Thread-1647|info|receiveObject start got Packet[RUN_JUDGEMENT] #106 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 153827.945|INFO|Thread-1647|info|receiveObject Packet[RUN_JUDGEMENT] #106 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 153827.945|INFO|Thread-1647|info|handlePacket start Packet[RUN_JUDGEMENT] #106 JUDGE1 @ site 1 -> SERVER0 @ site 1
200215 153827.945|INFO|Thread-1647|dumpPacket|Packet RUN_JUDGEMENT (Seq #106, o#106 ) handlePacket
200215 153827.946|INFO|Thread-1647|dumpPacket|  From: JUDGE1 @ site 1, oJUDGE1 @ site 1 (Hunters-MacBook-Pro.local @ 127.0.0.1) (Contest Id: Default-3737554909911913459)
200215 153827.946|INFO|Thread-1647|dumpPacket|    To: SERVER0 @ site 1
200215 153827.947|INFO|Thread-1647|dumpPacket|   key: RUN_RESULTS_FILE is: edu.csus.ecs.pc2.core.model.RunResultFiles edu.csus.ecs.pc2.core.model.RunResultFiles@515e0f3d
200215 153827.947|INFO|Thread-1647|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Wrong_Answer-458171987824172051 id JudgementRecord-126329692903331243
200215 153827.947|INFO|Thread-1647|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE1 @ site 1
200215 153827.947|INFO|Thread-1647|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 44 BEING_JUDGED 38 min 2304602ms from TEAM7 @ site 1 id Run--6786818197195579308 problem Maciej--783711973335785520 lang Java-7638789713309008913
200215 153827.958|DEBUG|Thread-1647|logDebugMessage|Run Event Run 44 MANUAL_REVIEW 38 min 2304602ms from TEAM7 @ site 1 id Run--6786818197195579308 problem Maciej--783711973335785520 lang Java-7638789713309008913 CHANGED 
200215 153827.958|INFO|Thread-1647|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #509 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 153827.958|INFO|Thread-1647|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #509 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 153827.959|INFO|Thread-1647|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #509 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 153827.959|INFO|Thread-1647|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #509 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64761,localport=50002]--3676650007192264914
200215 153827.960|INFO|Thread-1647|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #509 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 153827.961|INFO|Thread-1647|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 153829.868|INFO|Thread-1653|info|receiveObject start got Packet[RUN_REQUEST] #39 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 153829.868|INFO|Thread-1653|info|receiveObject Packet[RUN_REQUEST] #39 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 153829.868|INFO|Thread-1653|info|handlePacket start Packet[RUN_REQUEST] #39 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 153829.868|INFO|Thread-1653|dumpPacket|Packet RUN_REQUEST (Seq #39, o#39 ) handlePacket
200215 153829.868|INFO|Thread-1653|dumpPacket|  From: JUDGE3 @ site 1, oJUDGE3 @ site 1 (Azrael @ 192.168.1.23) (Contest Id: Default-3737554909911913459)
200215 153829.869|INFO|Thread-1653|dumpPacket|    To: SERVER0 @ site 1
200215 153829.869|INFO|Thread-1653|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE3 @ site 1
200215 153829.869|INFO|Thread-1653|dumpPacket|   key: READ_ONLY is: java.lang.Boolean false
200215 153829.869|INFO|Thread-1653|dumpPacket|   key: COMPUTER_JUDGE is: java.lang.Boolean false
200215 153829.869|INFO|Thread-1653|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 44 MANUAL_REVIEW 38 min 2304602ms from TEAM7 @ site 1 id Run--6786818197195579308 problem Maciej--783711973335785520 lang Java-7638789713309008913
200215 153829.876|INFO|Thread-1653|info|sendToClient b4 to JUDGE3 @ site 1 Packet[RUN_CHECKOUT] #510 SERVER0 @ site 1 -> JUDGE3 @ site 1
200215 153829.876|INFO|Thread-1653|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 153829.876|INFO|Thread-1653|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT] #510 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 153829.876|INFO|Thread-1653|info|sendToClient af to JUDGE3 @ site 1 Packet[RUN_CHECKOUT] #510 SERVER0 @ site 1 -> JUDGE3 @ site 1
200215 153829.876|INFO|Thread-1653|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #511 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 153829.876|INFO|Thread-1653|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #511 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 153829.877|INFO|Thread-1653|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #511 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 153829.877|INFO|Thread-1653|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #511 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/127.0.0.1,port=64761,localport=50002]--3676650007192264914
200215 153829.878|INFO|Thread-1653|info|sendToClient (send) JUDGE3 @ site 1 Packet[RUN_CHECKOUT_NOTIFICATION] #511 SERVER0 @ site 1 -> JUDGE3 @ site 1 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 153829.878|INFO|Thread-1653|info|handlePacket end Packet[RUN_REQUEST] #39 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 153829.878|INFO|Thread-1653|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 153838.364|INFO|Thread-1660|info|receiveObject start got Packet[RUN_JUDGEMENT] #40 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 153838.364|INFO|Thread-1660|info|receiveObject Packet[RUN_JUDGEMENT] #40 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 153838.364|INFO|Thread-1660|info|handlePacket start Packet[RUN_JUDGEMENT] #40 JUDGE3 @ site 1 -> SERVER0 @ site 1
200215 153838.364|INFO|Thread-1660|dumpPacket|Packet RUN_JUDGEMENT (Seq #40, o#40 ) handlePacket
200215 153838.365|INFO|Thread-1660|dumpPacket|  From: JUDGE3 @ site 1, oJUDGE3 @ site 1 (Azrael @ 192.168.1.23) (Contest Id: Default-3737554909911913459)
200215 153838.365|INFO|Thread-1660|dumpPacket|    To: SERVER0 @ site 1
200215 153838.365|INFO|Thread-1660|dumpPacket|   key: RUN_RESULTS_FILE is: edu.csus.ecs.pc2.core.model.RunResultFiles edu.csus.ecs.pc2.core.model.RunResultFiles@626faf1b
200215 153838.365|INFO|Thread-1660|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer-458171987824172051 id JudgementRecord--2348110058712102985
200215 153838.365|INFO|Thread-1660|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId JUDGE3 @ site 1
200215 153838.365|INFO|Thread-1660|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 44 JUDGED 38 min 2304602ms from TEAM7 @ site 1 id Run--6786818197195579308 problem Maciej--783711973335785520 lang Java-7638789713309008913
200215 153838.371|DEBUG|Thread-1660|logDebugMessage|Run Event Run 44 JUDGED 38 min 2304602ms from TEAM7 @ site 1 id Run--6786818197195579308 problem Maciej--783711973335785520 lang Java-7638789713309008913 CHANGED 
200215 153838.373|INFO|Thread-1660|info|sendToClient b4 to TEAM7 @ site 1 Packet[RUN_JUDGEMENT] #512 SERVER0 @ site 1 -> TEAM7 @ site 1
200215 153838.373|INFO|Thread-1660|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.17,port=50398,localport=50002]--4474628347764011208
200215 153838.373|INFO|Thread-1660|info|sendToClient (send) TEAM7 @ site 1 Packet[RUN_JUDGEMENT] #512 SERVER0 @ site 1 -> TEAM7 @ site 1 Socket[addr=/192.168.1.17,port=50398,localport=50002]--4474628347764011208
200215 153838.373|INFO|Thread-1660|info|sendToClient af to TEAM7 @ site 1 Packet[RUN_JUDGEMENT] #512 SERVER0 @ site 1 -> TEAM7 @ site 1
200215 153838.373|INFO|Thread-1660|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #513 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64762,localport=50002]-3524837752961541192
200215 153838.374|INFO|Thread-1660|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #513 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.12,port=10514,localport=50002]--5912666904006025681
200215 153838.374|INFO|Thread-1660|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #513 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/192.168.1.23,port=12564,localport=50002]-4447025522607732931
200215 153838.374|INFO|Thread-1660|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #513 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64761,localport=50002]--3676650007192264914
200215 153838.375|INFO|Thread-1660|info|sendToClient (send) SERVER0 @ site 0 Packet[RUN_JUDGEMENT_UPDATE] #513 SERVER0 @ site 1 -> SERVER0 @ site 0 Socket[addr=/127.0.0.1,port=64763,localport=50002]-7581957894267715720
200215 153838.375|INFO|Thread-1660|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
200215 153929.859|INFO|Thread-1667|info|receiveObject start got Packet[RUN_SUBMISSION] #3 TEAM2 @ site 1 -> SERVER0 @ site 1
200215 153929.859|INFO|Thread-1667|info|receiveObject Packet[RUN_SUBMISSION] #3 TEAM2 @ site 1 -> SERVER0 @ site 1
200215 153929.859|INFO|Thread-1667|info|handlePacket start Packet[RUN_SUBMISSION] #3 TEAM2 @ site 1 -> SERVER0 @ site 1
200215 153929.859|INFO|Thread-1667|dumpPacket|Packet RUN_SUBMISSION (Seq #3, o#3 ) handlePacket
200215 153929.859|INFO|Thread-1667|dumpPacket|  From: TEAM2 @ site 1, oTEAM2 @ site 1 (DESKTOP-TSSR0EI @ 192.168.1.8) (Contest Id: Default-3737554909911913459)
200215 153929.859|INFO|Thread-1667|dumpPacket|    To: SERVER0 @ site 1
200215 153929.859|INFO|Thread-1667|dumpPacket|   key: RUN_FILES is: edu.csus.ecs.pc2.core.model.RunFiles ["MainFile":"Guoliang.java","OtherFiles":[]]
200215 153929.859|INFO|Thread-1667|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 0 QUEUED_FOR_COMPUTER_JUDGEMENT 0 min 0ms from TEAM2 @ site 1 id Run-4328655363325516498 problem Guoliang-6834039785409387591 lang Java-7638789713309008913
200215 153929.873|DEBUG|Thread-1667|logDebugMessage|Run Event Run 45 QUEUED_FOR_COMPUTER_JUDGEMENT 39 min 2368182ms from TEAM2 @ site 1 id Run-4328655363325516498 problem Guoliang-6834039785409387591 lang Java-7638789713309008913 ADDED 
200215 153929.875|INFO|Thread-1667|info|sendToClient b4 to TEAM2 @ site 1 Packet[RUN_SUBMISSION_CONFIRM] #514 SERVER0 @ site 1 -> TEAM2 @ site 1
200215 153929.875|INFO|Thread-1667|info|sendToClient SERVER0 @ site 1 Socket[addr=/192.168.1.8,port=64034,localport=50002]--3014340067509391761
